sample,section,sweep_index,file_name,R_pos_0_to_0p5_ohm,R_neg_m0p5_to_0_ohm,R_pos_label,R_neg_label,G_pos_S,G_neg_S,width_m,thickness_m,length_m_min,length_m_max,sigma_nominal_Spm,sigma_lo_Spm,sigma_hi_Spm,rho_nominal_ohm_m,rho_lo_ohm_m,rho_hi_ohm_m,Rsheet_nominal_ohm_sq,Rsheet_lo_ohm_sq,Rsheet_hi_ohm_sq,ohmic,switching_voltages_V
7_ITO,A,1,1-FS-0.5v-0.1sv-0.05sd-Py-ITO_TEST-1-A-end.txt,998231.0028211704,995798.7251784727,998 kΩ,996 kΩ,1.0017721320754717e-06,1.0042189999999993e-06,0.00019999999999999998,5e-08,0.0067,0.00695,683.7094801415094,671.1873284905661,696.2316317924528,0.0014626095279431067,0.00143630360118154,0.0014898970191360751,29252.190558862134,28726.0720236308,29797.9403827215,X,0.05;-0.05
7_ITO,A,2,2-FS-3v-0.1sv-0.05sd-Py-ITO_TEST-1-A-end.txt,998275.7638396143,13654.971385573437,998 kΩ,13.7 kΩ,1.0017272142857139e-06,7.323340135714281e-05,0.00019999999999999998,5e-08,0.0067,0.00695,683.6788237499997,671.1572335714283,696.200413928571,0.0014626751118529148,0.0014363680055246252,0.00148996382662629,29253.502237058296,28727.360110492496,29799.276532525797,X,0.05;-0.05;-0.5
7_ITO,A,3,3-FS-5v-0.2sv-0.05sd-Py-ITO_TEST-3-A-end.txt,7364.091096261558,7266.469301286592,7.36 kΩ,7.27 kΩ,0.00013579408333333332,0.0001376184166666666,0.00019999999999999998,5e-08,0.0067,0.00695,92679.461875,90982.03583333334,94376.88791666666,1.07898770641195e-05,1.0595814526995048e-05,1.0991180740688892e-05,215.79754128238997,211.91629053990093,219.82361481377782,X,0.1;-0.1;0.1;-0.1;0.1;-0.1
7_ITO,B,1,1-FS-0.5v-0.1sv-0.05sd-Py-ITO_TEST-1-B-end.txt,44265.230949791796,27278.409744473836,44.3 kΩ,27.3 kΩ,2.2591094150943397e-05,3.6659028490566015e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,30836.843516037734,30272.066162264153,31401.620869811322,3.2428740622558096e-05,3.1845489891936544e-05,3.303375444014313e-05,648.5748124511618,636.9097978387308,660.6750888028625,X,0.05;-0.05;-0.45
7_ITO,B,2,2-FS-3v-0.1sv-0.05sd-Py-ITO_TEST-1-B-end.txt,205951.01337460603,27832.85424707588,206 kΩ,27.8 kΩ,4.855523571428569e-06,3.5928762142857124e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,6627.789674999996,6506.401585714283,6749.177764285711,0.00015087986327809964,0.00014816619667237842,0.00015369478610045224,3017.597265561993,2963.3239334475684,3073.8957220090447,X,0.05;-0.05
7_ITO,B,3,3-FS-5v-0.2sv-0.05sd-Py-ITO_TEST-3-B-end.txt,16575.03778590646,15671.529955966273,16.6 kΩ,15.7 kΩ,6.033168749999997e-05,6.380997916666664e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,82352.75343749995,80844.46124999996,83861.04562499996,1.21428848248399e-05,1.1924487615760044e-05,1.2369431183512284e-05,242.85769649679796,238.48975231520086,247.38862367024566,X,0.1;-0.1;0.1;-0.1;0.1;-0.1
7_ITO,D,1,1-FS-0.5v-0.1sv-0.05sd-Py-ITO_TEST-1-D-end.txt,4617.181228283459,4614.80525304153,4.62 kΩ,4.61 kΩ,0.000216582358490566,0.00021669386792452815,0.00019999999999999998,5e-08,0.0067,0.00695,147817.4596698113,145110.18018867922,150524.73915094338,6.7651007007816245e-06,6.643426227745984e-06,6.891315266094715e-06,135.3020140156325,132.86852455491967,137.82630532189427,X,0.05;-0.05
7_ITO,D,2,2-FS-3v-0.1sv-0.05sd-Py-ITO_TEST-1-D-end.txt,4616.940676599466,4616.3347686837105,4.62 kΩ,4.62 kΩ,0.0002165936428571428,0.0002166220714285713,0.00019999999999999998,5e-08,0.0067,0.00695,147825.16124999995,145117.74071428567,150532.58178571422,6.764748244101783e-06,6.64308011021506e-06,6.890956233730547e-06,135.29496488203563,132.8616022043012,137.81912467461092,X,0.05;-0.05
7_ITO,D,3,3-FS-5v-0.2sv-0.05sd-Py-ITO_TEST-3-D-end.txt,4615.597642968139,4609.941338496469,4.62 kΩ,4.61 kΩ,0.00021665666666666658,0.00021692249999999993,0.00019999999999999998,5e-08,0.0067,0.00695,147868.17499999996,145159.96666666662,150576.38333333327,6.7627804292573455e-06,6.641147687723941e-06,6.888951705922595e-06,135.25560858514692,132.8229537544788,137.77903411845188,X,0.1;-0.1;0.1;-0.1;0.1;-0.1
7_ITO,E,1,1-FS-0.5v-0.1sv-0.05sd-Py-ITO_TEST-1-E-end.txt,13318.661361952742,13295.139991678256,13.3 kΩ,13.3 kΩ,7.508262075471698e-05,7.521545471698107e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,102487.77733018868,100610.71181132077,104364.8428490566,9.757261071027649e-06,9.581770763994779e-06,9.939299523845328e-06,195.14522142055299,191.63541527989554,198.78599047690656,X,0.05;-0.05
