# sample: 7_ITO
# blocks: 27 (Section_Sweep triplets left-to-right)
A_s1,A_s1,A_s1,A_s2,A_s2,A_s2,A_s3,A_s3,A_s3,B_s1,B_s1,B_s1,B_s2,B_s2,B_s2,B_s3,B_s3,B_s3,D_s1,D_s1,D_s1,D_s2,D_s2,D_s2,D_s3,D_s3,D_s3,E_s1,E_s1,E_s1,E_s2,E_s2,E_s2,E_s3,E_s3,E_s3,G_s1,G_s1,G_s1,G_s2,G_s2,G_s2,G_s3,G_s3,G_s3,H_s1,H_s1,H_s1,H_s2,H_s2,H_s2,H_s3,H_s3,H_s3,I_s1,I_s1,I_s1,I_s2,I_s2,I_s2,I_s3,I_s3,I_s3,K_s1,K_s1,K_s1,K_s2,K_s2,K_s2,K_s3,K_s3,K_s3,L_s1,L_s1,L_s1,L_s2,L_s2,L_s2,L_s3,L_s3,L_s3
Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time,Voltage,Current,Time
Rpos=998231,Rneg=995799,Gpos=1.00177e-06 S;Gneg=1.00422e-06 S,Rpos=998276,Rneg=13655,Gpos=1.00173e-06 S;Gneg=7.32334e-05 S,Rpos=7364.09,Rneg=7266.47,Gpos=0.000135794 S;Gneg=0.000137618 S,Rpos=44265.2,Rneg=27278.4,Gpos=2.25911e-05 S;Gneg=3.6659e-05 S,Rpos=205951,Rneg=27832.9,Gpos=4.85552e-06 S;Gneg=3.59288e-05 S,Rpos=16575,Rneg=15671.5,Gpos=6.03317e-05 S;Gneg=6.381e-05 S,Rpos=4617.18,Rneg=4614.81,Gpos=0.000216582 S;Gneg=0.000216694 S,Rpos=4616.94,Rneg=4616.33,Gpos=0.000216594 S;Gneg=0.000216622 S,Rpos=4615.6,Rneg=4609.94,Gpos=0.000216657 S;Gneg=0.000216922 S,Rpos=13318.7,Rneg=13295.1,Gpos=7.50826e-05 S;Gneg=7.52155e-05 S,Rpos=13344.4,Rneg=13332.6,Gpos=7.49376e-05 S;Gneg=7.5004e-05 S,Rpos=13379.3,Rneg=13345.3,Gpos=7.47425e-05 S;Gneg=7.49325e-05 S,Rpos=5294.92,Rneg=5290.24,Gpos=0.00018886 S;Gneg=0.000189028 S,Rpos=5301.27,Rneg=5293.44,Gpos=0.000188634 S;Gneg=0.000188913 S,Rpos=5309.67,Rneg=5299.6,Gpos=0.000188336 S;Gneg=0.000188694 S,Rpos=6765.94,Rneg=6934.03,Gpos=0.000147799 S;Gneg=0.000144216 S,Rpos=8210.82,Rneg=7341.79,Gpos=0.00012179 S;Gneg=0.000136207 S,Rpos=6806.52,Rneg=6706.22,Gpos=0.000146918 S;Gneg=0.000149115 S,Rpos=12379.3,Rneg=12364.8,Gpos=8.07798e-05 S;Gneg=8.08745e-05 S,Rpos=12374.7,Rneg=12371.2,Gpos=8.08101e-05 S;Gneg=8.08328e-05 S,Rpos=12524.8,Rneg=12527.4,Gpos=7.98419e-05 S;Gneg=7.98248e-05 S,Rpos=7099.86,Rneg=7123.48,Gpos=0.000140848 S;Gneg=0.000140381 S,Rpos=6783.67,Rneg=7944.93,Gpos=0.000147413 S;Gneg=0.000125866 S,Rpos=6723.13,Rneg=6488,Gpos=0.00014874 S;Gneg=0.000154131 S,Rpos=13119.1,Rneg=13109.2,Gpos=7.62245e-05 S;Gneg=7.62826e-05 S,Rpos=13116.6,Rneg=13112.7,Gpos=7.62392e-05 S;Gneg=7.62618e-05 S,Rpos=13113.5,Rneg=13096.7,Gpos=7.62571e-05 S;Gneg=7.63554e-05 S
0,1.381e-09,0.3356,0,7.509e-10,0.2455,0,1.486e-07,0.3257,0,7.12e-08,0.2404,0,2.737e-09,0.2778,0,5.818e-08,0.3591,0,3.6e-07,0.3633,0,2.381e-07,0.2755,0,2.179e-07,0.3684,0,1.296e-07,0.3161,0,7.815e-08,0.2458,0,7.766e-08,0.3914,0,1.872e-07,0.3115,0,2.024e-07,0.2334,0,1.884e-07,0.325,0,2.532e-07,0.3383,0,1.248e-07,0.3085,0,1.374e-07,0.3308,0,1.409e-07,0.3648,0,8.319e-08,0.2746,0,8.128e-08,0.3241,0,2.401e-07,0.3447,0,1.443e-07,0.2454,0,1.028e-07,0.3309,0,1.309e-07,0.3102,0,7.868e-08,0.2469,0,7.855e-08,0.354
0.1,1.014e-07,0.6298,0.1,1.014e-07,0.5148,0.2,2.957e-05,0.7823,0.1,3.629e-06,0.6687,0.1,2.632e-07,0.5995,0.2,1.188e-05,0.7771,0.1,2.198e-05,0.7787,0.1,2.198e-05,0.7036,0.2,4.367e-05,0.7674,0.1,7.643e-06,0.745,0.1,7.643e-06,0.6568,0.2,1.51e-05,0.8178,0.1,1.916e-05,0.7608,0.1,1.916e-05,0.6646,0.2,3.804e-05,0.7562,0.1,1.398e-05,0.7521,0.1,1.225e-05,0.7489,0.2,2.657e-05,0.7557,0.1,8.216e-06,0.7707,0.1,8.219e-06,0.6789,0.2,1.625e-05,0.7443,0.1,1.407e-05,0.7903,0.1,1.407e-05,0.6701,0.2,2.107e-05,0.7743,0.1,7.754e-06,0.7505,0.1,7.756e-06,0.6669,0.2,1.537e-05,0.7616
0.2,2.016e-07,0.8979,0.2,2.016e-07,0.8217,0.4,5.92e-05,1.064,0.2,5.804e-06,0.9523,0.2,3.624e-07,0.8863,0.4,2.342e-05,1.047,0.2,4.366e-05,1.053,0.2,4.367e-05,0.9546,0.4,8.697e-05,1.039,0.2,1.514e-05,1.165,0.2,1.514e-05,1.087,0.4,3.008e-05,1.091,0.2,3.806e-05,1.091,0.2,3.805e-05,0.9232,0.4,7.574e-05,1.119,0.2,2.931e-05,1.042,0.2,2.418e-05,1.017,0.4,5.19e-05,1.071,0.2,1.628e-05,1.194,0.2,1.629e-05,1.168,0.4,3.236e-05,1.008,0.2,2.803e-05,1.086,0.2,2.778e-05,0.9509,0.4,4.374e-05,1.115,0.2,1.537e-05,1.174,0.2,1.537e-05,1.088,0.4,3.061e-05,1.026
0.3,3.016e-07,1.173,0.3,3.015e-07,1.129,0.6,8.895e-05,1.348,0.3,9.834e-06,1.225,0.3,5.047e-07,1.151,0.6,3.511e-05,1.339,0.3,6.528e-05,1.329,0.3,6.528e-05,1.257,0.6,0.0001302,1.477,0.3,2.264e-05,1.452,0.3,2.263e-05,1.373,0.6,4.502e-05,1.38,0.3,5.689e-05,1.427,0.3,5.689e-05,1.213,0.6,0.0001134,1.533,0.3,4.436e-05,1.34,0.3,3.464e-05,1.294,0.6,7.655e-05,1.377,0.3,2.434e-05,1.465,0.3,2.436e-05,1.433,0.6,4.849e-05,1.284,0.3,4.191e-05,1.376,0.3,4.183e-05,1.232,0.6,6.872e-05,1.417,0.3,2.297e-05,1.499,0.3,2.297e-05,1.368,0.6,4.584e-05,1.304
0.4,4.021e-07,1.45,0.4,4.019e-07,1.418,0.8,0.0001185,1.732,0.4,8.082e-06,1.545,0.4,5.741e-07,1.435,0.8,4.593e-05,1.635,0.4,8.697e-05,1.603,0.4,8.698e-05,1.538,0.8,0.0001735,1.748,0.4,3.015e-05,1.788,0.4,3.014e-05,1.663,0.8,5.999e-05,1.661,0.4,7.579e-05,1.749,0.4,7.578e-05,1.507,0.8,0.0001511,1.796,0.4,5.917e-05,1.627,0.4,4.791e-05,1.594,0.8,0.0001013,1.734,0.4,3.244e-05,1.755,0.4,3.244e-05,1.766,0.8,6.46e-05,1.581,0.4,5.619e-05,1.654,0.4,5.569e-05,1.485,0.8,9.537e-05,1.707,0.4,3.061e-05,1.793,0.4,3.061e-05,1.639,0.8,6.112e-05,1.579
0.5,5.021e-07,1.753,0.5,5.024e-07,1.677,1,0.0001481,2.004,0.5,7.634e-06,1.825,0.5,7.74e-07,1.737,1,5.654e-05,1.89,0.5,0.0001086,2.022,0.5,0.0001086,1.97,1,0.0002168,2.027,0.5,3.766e-05,2.065,0.5,3.766e-05,1.939,1,7.499e-05,1.924,0.5,9.468e-05,2.028,0.5,9.468e-05,1.828,1,0.0001888,2.071,0.5,7.331e-05,1.919,0.5,5.883e-05,1.871,1,0.0001253,2.182,0.5,4.053e-05,2.037,0.5,4.052e-05,2.048,1,8.073e-05,1.862,0.5,7.055e-05,1.939,0.5,6.99e-05,1.777,1,0.000125,2.159,0.5,3.823e-05,2.066,0.5,3.824e-05,1.974,1,7.636e-05,1.86
0.5,5.021e-07,2.058,0.6,6.022e-07,1.954,1.2,0.0001776,2.314,0.5,1.344e-05,2.246,0.6,8.039e-07,1.995,1.2,6.719e-05,2.191,0.5,0.0001086,2.37,0.6,0.0001302,2.247,1.2,0.00026,2.326,0.5,3.766e-05,2.346,0.6,4.511e-05,2.237,1.2,8.994e-05,2.217,0.5,9.469e-05,2.298,0.6,0.0001134,2.244,1.2,0.0002264,2.427,0.5,7.425e-05,2.171,0.6,7.469e-05,2.196,1.2,0.0001465,2.477,0.5,4.05e-05,2.337,0.6,4.862e-05,2.397,1.2,9.682e-05,2.144,0.5,7.087e-05,2.255,0.6,8.412e-05,2.059,1.2,0.000156,2.442,0.5,3.824e-05,2.356,0.6,4.585e-05,2.306,1.2,9.16e-05,2.124
0.4,4.016e-07,2.327,0.7,7.031e-07,2.285,1.4,0.0002073,2.588,0.4,1.261e-05,2.568,0.7,1.189e-06,2.43,1.4,7.562e-05,2.494,0.4,8.697e-05,2.728,0.7,0.0001519,2.505,1.4,0.0003034,2.588,0.4,3.015e-05,2.647,0.7,5.268e-05,2.512,1.4,0.0001049,2.529,0.4,7.578e-05,2.59,0.7,0.0001324,2.528,1.4,0.0002642,2.708,0.4,5.988e-05,2.444,0.7,8.469e-05,2.483,1.4,0.000168,2.74,0.4,3.245e-05,2.61,0.7,5.671e-05,2.701,1.4,0.0001129,2.579,0.4,5.654e-05,2.545,0.7,9.938e-05,2.358,1.4,0.0001881,2.734,0.4,3.061e-05,2.636,0.7,5.349e-05,2.59,1.4,0.0001068,2.531
0.3,3.015e-07,2.616,0.8,8.035e-07,2.605,1.6,0.0002369,2.888,0.3,6.301e-06,2.912,0.8,1.411e-06,2.697,1.6,8.561e-05,2.828,0.3,6.528e-05,2.983,0.8,0.0001735,2.785,1.6,0.0003467,2.865,0.3,2.264e-05,2.923,0.8,6.014e-05,2.819,1.6,0.0001198,2.987,0.3,5.688e-05,2.877,0.8,0.0001512,2.813,1.6,0.0003018,2.992,0.3,4.476e-05,2.734,0.8,9.336e-05,2.752,1.6,0.0001859,3.01,0.3,2.435e-05,2.893,0.8,6.478e-05,2.989,1.6,0.0001289,2.885,0.3,4.239e-05,2.924,0.8,0.000115,2.782,1.6,0.0002213,3.031,0.3,2.297e-05,2.922,0.8,6.112e-05,2.894,1.6,0.0001221,2.84
