Profile 1             Profile 2             Profile 3             Profile 4             Profile 5             Profile 6             Profile 7             Profile 8             Profile 9             Profile 10             Profile 11             Profile 12             Profile 13             Profile 14             Profile 15             Profile 16             Profile 17             Profile 18             Profile 19             Profile 20             Profile 21             Profile 22             Profile 23             Profile 24             Profile 25             Profile 26             Profile 27             Profile 28             Profile 29             Profile 30             Profile 31             Profile 32             Profile 33             Profile 34             Profile 35             Profile 36             Profile 37             
x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           x       y           
[m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         [m]     [m]         
0  2.7433625e-10            0  6.9128685e-11            0  3.4965739e-11            0  -2.3765405e-10            0  4.8067721e-11            0  3.3744342e-10            0  -2.4777878e-10            0  -1.0781803e-10            0  -1.7367736e-10            0  1.0206571e-11            0  3.6418574e-10            0  -2.6940718e-10            0  6.55623e-11            0  1.2795875e-10            0  -1.088967e-10            0  1.2276823e-10            0  8.7909717e-11            0  1.1237984e-11            0  -6.679566e-11            0  -1.82114e-11            0  -3.0293012e-10            0  -2.5020205e-11            0  1.6921554e-10            0  -6.1539765e-11            0  -3.5021634e-10            0  3.4553596e-10            0  -2.5851061e-10            0  -1.1672338e-10            0  1.7467088e-10            0  -1.114568e-10            0  -1.9223518e-10            0  -4.6271251e-10            0  -9.2182502e-11            0  -2.8758191e-10            0  -3.3665381e-10            0  -1.1197504e-10            0  2.3047332e-10            
1.8708362e-08  4.4126804e-10            1.9034636e-08  1.2882036e-10            2.0006197e-08  3.8654677e-11            2.0162554e-08  -5.064891e-10            1.9801588e-08  -9.7546601e-11            1.8962658e-08  2.2541324e-10            1.8400638e-08  -3.7529477e-10            2.0162554e-08  -1.7926651e-11            2.0014222e-08  -9.4047394e-11            2.2050264e-08  -1.3171845e-11            2.0191736e-08  2.9684956e-10            1.9522816e-08  -4.0376909e-10            1.9383252e-08  2.928318e-10            1.9310382e-08  1.1157636e-10            1.9473955e-08  1.3476094e-10            1.7305098e-08  2.735389e-10            1.9309104e-08  3.0363502e-10            1.8166424e-08  2.3901255e-11            1.9670698e-08  -1.5489442e-10            1.9704254e-08  -7.8295614e-11            2.1211366e-08  -1.381006e-10            1.8769302e-08  -1.7387061e-10            1.9034636e-08  2.9492228e-10            1.8997568e-08  4.8753514e-11            2.0345789e-08  -3.1104197e-10            1.7849754e-08  -6.0647932e-12            1.9101928e-08  -4.1233878e-10            2.1211366e-08  -1.398707e-10            1.9074744e-08  2.2023918e-10            1.9924873e-08  1.0477407e-10            1.9234056e-08  -9.9112503e-11            1.8432282e-08  -4.2762612e-10            1.8148493e-08  -2.7694248e-10            1.9904302e-08  -4.0556506e-10            1.9654387e-08  -5.0579559e-10            1.9151163e-08  -1.0261197e-10            2.0345789e-08  1.7390015e-10            
3.7416725e-08  1.0294675e-10            3.8069273e-08  3.4819567e-10            4.0012394e-08  7.3448597e-11            4.0325107e-08  -6.0526935e-10            3.9603177e-08  -1.9513082e-10            3.7925315e-08  2.0531652e-10            3.6801276e-08  -2.1359811e-10            4.0325107e-08  2.9615787e-11            4.0028445e-08  4.890923e-11            4.4100529e-08  -4.1019491e-11            4.0383471e-08  4.1516924e-10            3.9045633e-08  -4.4524347e-10            3.8766503e-08  4.7110229e-10            3.8620764e-08  -9.3829783e-11            3.894791e-08  2.5140224e-10            3.4610196e-08  1.620504e-10            3.8618209e-08  7.8688484e-11            3.6332849e-08  -2.93292e-11            3.9341397e-08  -3.9499333e-11            3.9408508e-08  3.1297906e-12            4.2422733e-08  -8.7305013e-11            3.7538604e-08  -2.1684692e-10            3.8069273e-08  2.4936261e-10            3.7995136e-08  1.9369638e-10            4.0691578e-08  -3.436203e-10            3.5699509e-08  -1.8574948e-12            3.8203856e-08  -4.2894176e-10            4.2422733e-08  -1.1778028e-09            3.8149488e-08  1.9816582e-10            3.9849745e-08  2.9092706e-11            3.8468113e-08  8.4526316e-11            3.6864563e-08  -3.7610245e-10            3.6296986e-08  -3.629543e-10            3.9808604e-08  -1.0418913e-10            3.9308774e-08  -5.1092342e-10            3.8302326e-08  -1.548563e-10            4.0691578e-08  -4.7100615e-11            
5.6125087e-08  2.7852769e-11            5.7103909e-08  3.7138592e-12            6.0018592e-08  -3.0299806e-12            6.0487661e-08  -5.5986923e-10            5.9404765e-08  1.4764926e-12            5.6887973e-08  1.3139095e-10            5.5201914e-08  -6.2836331e-11            6.0487661e-08  3.9054826e-11            6.0042667e-08  -1.0173909e-09            6.6150793e-08  -1.0515849e-09            6.0575207e-08  1.1380269e-10            5.8568449e-08  -2.3780078e-10            5.8149755e-08  4.0695047e-10            5.7931146e-08  -1.4051223e-10            5.8421865e-08  -6.0341762e-10            5.1915293e-08  -9.8192231e-11            5.7927313e-08  -1.0725495e-10            5.4499273e-08  2.1464185e-11            5.9012095e-08  2.7926055e-10            5.9112761e-08  -4.6189227e-11            6.3634099e-08  -1.4235694e-10            5.6307906e-08  -1.9289475e-10            5.7103909e-08  -8.2290883e-13            5.6992704e-08  3.6480963e-11            6.1037368e-08  -6.7383527e-10            5.3549263e-08  -4.7614794e-11            5.7305784e-08  -4.9523113e-10            6.3634099e-08  2.0347791e-10            5.7224232e-08  3.9609508e-10            5.9774618e-08  -8.1855558e-10            5.7702169e-08  1.1709643e-10            5.5296845e-08  -5.0767036e-10            5.4445478e-08  -2.101746e-10            5.9712906e-08  -4.1971484e-10            5.896316e-08  -5.3674541e-10            5.745349e-08  -2.1579933e-10            6.1037368e-08  4.8413852e-11            
7.483345e-08  -3.7692637e-10            7.6138546e-08  -1.5784534e-09            8.0024789e-08  -1.2128748e-09            8.0650214e-08  -8.0194683e-10            7.9206354e-08  3.605722e-10            7.585063e-08  3.8130771e-10            7.3602552e-08  -1.6304525e-10            8.0650214e-08  -3.31702e-11            8.0056889e-08  -1.5301642e-09            8.8201058e-08  -1.7273129e-09            8.0766942e-08  -6.9406221e-10            7.8091265e-08  3.5702167e-10            7.7533006e-08  -1.0565261e-09            7.7241528e-08  -5.3117821e-10            7.7895821e-08  -1.1357837e-09            6.9220391e-08  -1.9383689e-10            7.7236417e-08  -1.3932873e-10            7.2665698e-08  2.1364226e-11            7.8682793e-08  3.7964707e-10            7.8817015e-08  -2.4515998e-09            8.4845466e-08  -8.3261434e-10            7.5077207e-08  -2.4522016e-11            7.6138546e-08  -9.7907883e-11            7.5990272e-08  -1.1603992e-09            8.1383157e-08  -1.33805e-09            7.1399018e-08  -3.7590972e-10            7.6407712e-08  -5.9472785e-10            8.4845466e-08  2.6102629e-10            7.6298976e-08  7.0126907e-11            7.9699491e-08  -1.7421966e-09            7.6936225e-08  -1.4910093e-10            7.3729127e-08  -3.4202499e-10            7.2593971e-08  -3.1889522e-10            7.9617209e-08  -1.1537168e-09            7.8617547e-08  -2.8009512e-10            7.6604653e-08  -1.7714956e-10            8.1383157e-08  -1.2921417e-10            
9.3541812e-08  -1.4534863e-09            9.5173182e-08  -2.231203e-09            1.0003099e-07  -1.1971615e-09            1.0081277e-07  1.8756452e-09            9.9007942e-08  6.1309195e-10            9.4813288e-08  3.1989615e-10            9.200319e-08  -2.2776665e-10            1.0081277e-07  -6.7640102e-10            1.0007111e-07  -7.5975774e-10            1.1025132e-07  2.9763601e-12            1.0095868e-07  -2.4880773e-10            9.7614081e-08  2.283839e-09            9.6916258e-08  -3.0923592e-10            9.655191e-08  -1.5966496e-09            9.7369776e-08  -4.7431284e-10            8.6525489e-08  -1.0730153e-09            9.6545521e-08  -5.7057704e-10            9.0832122e-08  -5.1314573e-10            9.8353492e-08  -3.5942789e-12            9.8521269e-08  -7.3685975e-10            1.0605683e-07  -1.1714789e-09            9.3846509e-08  -4.8362654e-10            9.5173182e-08  -8.3971982e-10            9.498784e-08  -2.5888237e-09            1.0172895e-07  -7.7182892e-10            8.9248772e-08  -1.2262691e-09            9.550964e-08  -1.5905501e-09            1.0605683e-07  4.1620821e-11            9.537372e-08  7.5689203e-11            9.9624363e-08  -6.4952356e-10            9.6170282e-08  -9.4291267e-10            9.2161409e-08  -1.4445776e-09            9.0742464e-08  -3.6137611e-10            9.9521511e-08  -4.493048e-10            9.8271934e-08  -1.1300716e-09            9.5755816e-08  -5.0232037e-10            1.0172895e-07  -3.3171171e-10            
1.1225017e-07  -1.5445579e-09            1.1420782e-07  -6.3290481e-10            1.2003718e-07  1.2219249e-10            1.2097532e-07  6.1523248e-09            1.1880953e-07  1.0433051e-09            1.1377595e-07  6.9274389e-10            1.1040383e-07  -2.9344554e-10            1.2097532e-07  -5.2783437e-10            1.2008533e-07  -1.3736955e-10            1.3230159e-07  3.8346586e-11            1.2115041e-07  3.0929612e-10            1.171369e-07  6.6538584e-09            1.1629951e-07  2.4555382e-10            1.1586229e-07  -1.2944751e-09            1.1684373e-07  -1.7953425e-10            1.0383059e-07  -4.0810244e-10            1.1585463e-07  -1.0201722e-09            1.0899855e-07  -1.3084322e-09            1.1802419e-07  -1.8865662e-09            1.1822552e-07  2.5752207e-10            1.272682e-07  -8.7065322e-11            1.1261581e-07  -1.2608474e-09            1.1420782e-07  -9.0741804e-10            1.1398541e-07  -1.5528055e-09            1.2207474e-07  -6.246219e-11            1.0709853e-07  -1.5186662e-09            1.1461157e-07  -8.5167218e-10            -          -              1.1444846e-07  -1.0684266e-09            1.1954924e-07  4.6500954e-11            1.1540434e-07  -2.0266192e-09            1.1059369e-07  -2.0695596e-09            1.0889096e-07  -1.3427731e-09            1.1942581e-07  -3.4003384e-10            1.1792632e-07  -1.0521225e-09            1.1490698e-07  -2.039625e-09            1.2207474e-07  -1.5537167e-09            
1.3095854e-07  -8.7300005e-10            1.3324246e-07  -1.4355141e-10            1.4004338e-07  2.9707269e-10            1.4113787e-07  4.5075672e-09            1.3861112e-07  1.6541732e-09            1.327386e-07  1.0213193e-09            1.2880447e-07  3.1545327e-10            1.4113787e-07  -5.8698719e-11            1.4009956e-07  -1.5919959e-10            1.5435185e-07  -8.1840307e-11            1.4134215e-07  2.288559e-10            1.3665971e-07  1.0694783e-08            1.3568276e-07  1.9254397e-10            1.3517267e-07  -1.7295864e-11            1.3631769e-07  -2.3864993e-10            1.2113568e-07  1.9771422e-10            1.3516373e-07  -2.6708645e-10            1.2716497e-07  1.5245474e-10            1.3769489e-07  -8.3611181e-10            1.3792978e-07  3.4545708e-10            1.4847956e-07  -4.4458778e-11            1.3138511e-07  -2.0231429e-09            1.3324246e-07  2.4140493e-11            1.3298298e-07  -2.4948651e-10            1.4242052e-07  -2.1279223e-10            1.2494828e-07  -4.6574533e-11            1.337135e-07  -1.9630944e-10            -          -              1.3352321e-07  -1.7658571e-09            1.3947411e-07  -1.1299521e-10            1.3463839e-07  -9.2680601e-10            1.2902597e-07  -1.0337125e-09            1.2703945e-07  -1.5428868e-09            1.3933011e-07  -4.7009588e-10            1.3758071e-07  -1.868093e-10            1.3405814e-07  -1.1432122e-09            1.4242052e-07  -1.5032502e-09            
1.496669e-07  2.3092132e-10            1.5227709e-07  -1.5754516e-11            1.6004958e-07  2.4458286e-10            1.6130043e-07  4.8016718e-10            1.5841271e-07  1.9576303e-09            1.5170126e-07  1.7449828e-09            1.472051e-07  4.3522509e-10            1.6130043e-07  1.5366579e-10            1.6011378e-07  -1.0919329e-11            1.7640212e-07  3.0289867e-10            1.6153388e-07  2.4537014e-10            1.5618253e-07  1.3724673e-08            1.5506601e-07  3.0987889e-10            1.5448306e-07  -2.4175678e-11            1.5579164e-07  1.2382334e-10            -          -              1.5447283e-07  -3.9490352e-11            1.453314e-07  2.4310884e-10            1.5736559e-07  5.314681e-11            1.5763403e-07  1.6315698e-10            1.6969093e-07  1.9148088e-10            1.5015441e-07  -4.1818182e-10            1.5227709e-07  -9.3687147e-11            1.5198054e-07  1.1092702e-10            1.6276631e-07  -2.1023762e-10            1.4279804e-07  7.1294154e-10            1.5281542e-07  -1.0706512e-10            -          -              1.5259795e-07  -1.489226e-09            1.5939898e-07  -2.8075974e-11            1.5387245e-07  -1.2593372e-10            1.4745825e-07  -2.8170929e-10            1.4518794e-07  -3.5055367e-10            -          -              1.5723509e-07  -4.7896419e-11            1.5320931e-07  -6.6250607e-10            1.6276631e-07  -2.2382154e-10            
