Time (s)	Voltage (V)
-1.683200000e+00	-4.000000000e-02
-1.682880000e+00	-2.400000000e-02
-1.682560000e+00	-2.400000000e-02
-1.682240000e+00	-2.400000000e-02
-1.681920000e+00	-4.000000000e-02
-1.681600000e+00	-1.600000000e-02
-1.681280000e+00	-3.200000000e-02
-1.680960000e+00	-1.600000000e-02
-1.680640000e+00	-3.200000000e-02
-1.680320000e+00	-1.600000000e-02
-1.680000000e+00	-2.400000000e-02
-1.679680000e+00	-1.600000000e-02
-1.679360000e+00	-2.400000000e-02
-1.679040000e+00	-1.600000000e-02
-1.678720000e+00	-2.400000000e-02
-1.678400000e+00	-1.600000000e-02
-1.678080000e+00	-1.600000000e-02
-1.677760000e+00	-8.000000000e-03
-1.677440000e+00	-3.200000000e-02
-1.677120000e+00	-1.600000000e-02
-1.676800000e+00	-2.400000000e-02
-1.676480000e+00	-1.600000000e-02
-1.676160000e+00	-3.200000000e-02
-1.675840000e+00	-1.600000000e-02
-1.675520000e+00	-3.200000000e-02
-1.675200000e+00	-3.200000000e-02
-1.674880000e+00	-1.600000000e-02
-1.674560000e+00	-2.400000000e-02
-1.674240000e+00	-3.200000000e-02
-1.673920000e+00	-1.600000000e-02
-1.673600000e+00	-4.000000000e-02
-1.673280000e+00	-2.400000000e-02
-1.672960000e+00	-3.200000000e-02
-1.672640000e+00	-4.000000000e-02
-1.672320000e+00	-2.400000000e-02
-1.672000000e+00	-4.800000000e-02
-1.671680000e+00	-4.000000000e-02
-1.671360000e+00	-2.400000000e-02
-1.671040000e+00	-2.400000000e-02
-1.670720000e+00	-2.400000000e-02
-1.670400000e+00	-2.400000000e-02
-1.670080000e+00	-2.400000000e-02
-1.669760000e+00	-1.600000000e-02
-1.669440000e+00	-2.400000000e-02
-1.669120000e+00	-4.000000000e-02
-1.668800000e+00	-1.600000000e-02
-1.668480000e+00	-8.000000000e-03
-1.668160000e+00	-2.400000000e-02
-1.667840000e+00	-3.200000000e-02
-1.667520000e+00	-1.600000000e-02
-1.667200000e+00	-3.200000000e-02
-1.666880000e+00	-3.200000000e-02
-1.666560000e+00	-2.400000000e-02
-1.666240000e+00	-3.200000000e-02
-1.665920000e+00	-1.600000000e-02
-1.665600000e+00	-3.200000000e-02
-1.665280000e+00	-2.400000000e-02
-1.664960000e+00	-1.600000000e-02
-1.664640000e+00	-3.200000000e-02
-1.664320000e+00	-2.400000000e-02
-1.664000000e+00	-3.200000000e-02
-1.663680000e+00	-4.000000000e-02
-1.663360000e+00	-2.400000000e-02
-1.663040000e+00	-1.600000000e-02
-1.662720000e+00	-4.000000000e-02
-1.662400000e+00	-1.600000000e-02
-1.662080000e+00	-3.200000000e-02
-1.661760000e+00	-4.000000000e-02
-1.661440000e+00	-4.000000000e-02
-1.661120000e+00	-2.400000000e-02
-1.660800000e+00	-4.000000000e-02
-1.660480000e+00	-1.600000000e-02
-1.660160000e+00	-4.800000000e-02
-1.659840000e+00	-2.400000000e-02
-1.659520000e+00	-3.200000000e-02
-1.659200000e+00	-3.200000000e-02
-1.658880000e+00	-1.600000000e-02
-1.658560000e+00	-2.400000000e-02
-1.658240000e+00	-3.200000000e-02
-1.657920000e+00	-1.600000000e-02
-1.657600000e+00	-2.400000000e-02
-1.657280000e+00	-3.200000000e-02
-1.656960000e+00	-8.000000000e-03
-1.656640000e+00	-4.800000000e-02
-1.656320000e+00	-2.400000000e-02
-1.656000000e+00	-2.400000000e-02
-1.655680000e+00	-3.200000000e-02
-1.655360000e+00	-4.000000000e-02
-1.655040000e+00	-2.400000000e-02
-1.654720000e+00	0.000000000e+00
-1.654400000e+00	-4.000000000e-02
-1.654080000e+00	-1.600000000e-02
-1.653760000e+00	-3.200000000e-02
-1.653440000e+00	-2.400000000e-02
-1.653120000e+00	-2.400000000e-02
-1.652800000e+00	-3.200000000e-02
-1.652480000e+00	-2.400000000e-02
-1.652160000e+00	-2.400000000e-02
-1.651840000e+00	-3.200000000e-02
-1.651520000e+00	-4.000000000e-02
-1.651200000e+00	-4.800000000e-02
-1.650880000e+00	-1.600000000e-02
-1.650560000e+00	-1.600000000e-02
-1.650240000e+00	-8.000000000e-03
-1.649920000e+00	-3.200000000e-02
-1.649600000e+00	-3.200000000e-02
-1.649280000e+00	-3.200000000e-02
-1.648960000e+00	-2.400000000e-02
-1.648640000e+00	-2.400000000e-02
-1.648320000e+00	-2.400000000e-02
-1.648000000e+00	-4.000000000e-02
-1.647680000e+00	-3.200000000e-02
-1.647360000e+00	-4.000000000e-02
-1.647040000e+00	-8.000000000e-03
-1.646720000e+00	-4.000000000e-02
-1.646400000e+00	-8.000000000e-03
-1.646080000e+00	-2.400000000e-02
-1.645760000e+00	-1.600000000e-02
-1.645440000e+00	-2.400000000e-02
-1.645120000e+00	-3.200000000e-02
-1.644800000e+00	-4.000000000e-02
-1.644480000e+00	-1.600000000e-02
-1.644160000e+00	-1.600000000e-02
-1.643840000e+00	-1.600000000e-02
-1.643520000e+00	-3.200000000e-02
-1.643200000e+00	-3.200000000e-02
-1.642880000e+00	-3.200000000e-02
-1.642560000e+00	-4.000000000e-02
-1.642240000e+00	-8.000000000e-03
-1.641920000e+00	-1.600000000e-02
-1.641600000e+00	-2.400000000e-02
-1.641280000e+00	-4.000000000e-02
-1.640960000e+00	-1.600000000e-02
-1.640640000e+00	-4.000000000e-02
-1.640320000e+00	-3.200000000e-02
-1.640000000e+00	-1.600000000e-02
-1.639680000e+00	-3.200000000e-02
-1.639360000e+00	-3.200000000e-02
-1.639040000e+00	-1.600000000e-02
-1.638720000e+00	-8.000000000e-03
-1.638400000e+00	-1.600000000e-02
-1.638080000e+00	-3.200000000e-02
-1.637760000e+00	-4.000000000e-02
-1.637440000e+00	-3.200000000e-02
-1.637120000e+00	0.000000000e+00
-1.636800000e+00	-5.600000000e-02
-1.636480000e+00	-8.000000000e-03
-1.636160000e+00	-3.200000000e-02
-1.635840000e+00	-2.400000000e-02
-1.635520000e+00	-2.400000000e-02
-1.635200000e+00	0.000000000e+00
-1.634880000e+00	-3.200000000e-02
-1.634560000e+00	-1.600000000e-02
-1.634240000e+00	-4.000000000e-02
-1.633920000e+00	-8.000000000e-03
-1.633600000e+00	-2.400000000e-02
-1.633280000e+00	-3.200000000e-02
-1.632960000e+00	-4.800000000e-02
-1.632640000e+00	-4.000000000e-02
-1.632320000e+00	-3.200000000e-02
-1.632000000e+00	-2.400000000e-02
-1.631680000e+00	-1.600000000e-02
-1.631360000e+00	-2.400000000e-02
-1.631040000e+00	-3.200000000e-02
-1.630720000e+00	-2.400000000e-02
-1.630400000e+00	-3.200000000e-02
-1.630080000e+00	-4.000000000e-02
-1.629760000e+00	-3.200000000e-02
-1.629440000e+00	-2.400000000e-02
-1.629120000e+00	-2.400000000e-02
-1.628800000e+00	-2.400000000e-02
-1.628480000e+00	-2.400000000e-02
-1.628160000e+00	-4.000000000e-02
-1.627840000e+00	-3.200000000e-02
-1.627520000e+00	0.000000000e+00
-1.627200000e+00	-3.200000000e-02
-1.626880000e+00	-8.000000000e-03
-1.626560000e+00	-4.800000000e-02
-1.626240000e+00	-1.600000000e-02
-1.625920000e+00	-3.200000000e-02
-1.625600000e+00	-2.400000000e-02
-1.625280000e+00	-1.600000000e-02
-1.624960000e+00	-3.200000000e-02
-1.624640000e+00	-1.600000000e-02
-1.624320000e+00	-2.400000000e-02
-1.624000000e+00	-2.400000000e-02
-1.623680000e+00	-2.400000000e-02
-1.623360000e+00	-8.000000000e-03
-1.623040000e+00	-4.000000000e-02
-1.622720000e+00	-8.000000000e-03
-1.622400000e+00	-4.800000000e-02
-1.622080000e+00	-8.000000000e-03
-1.621760000e+00	-4.000000000e-02
-1.621440000e+00	-2.400000000e-02
-1.621120000e+00	-2.400000000e-02
-1.620800000e+00	-1.600000000e-02
-1.620480000e+00	-3.200000000e-02
-1.620160000e+00	-4.000000000e-02
-1.619840000e+00	-2.400000000e-02
-1.619520000e+00	-2.400000000e-02
-1.619200000e+00	-3.200000000e-02
-1.618880000e+00	-4.000000000e-02
-1.618560000e+00	-2.400000000e-02
-1.618240000e+00	-4.000000000e-02
-1.617920000e+00	-4.800000000e-02
-1.617600000e+00	-2.400000000e-02
-1.617280000e+00	-1.600000000e-02
-1.616960000e+00	-3.200000000e-02
-1.616640000e+00	-2.400000000e-02
-1.616320000e+00	-3.200000000e-02
-1.616000000e+00	-2.400000000e-02
-1.615680000e+00	-1.600000000e-02
-1.615360000e+00	-4.800000000e-02
-1.615040000e+00	-8.000000000e-03
-1.614720000e+00	-2.400000000e-02
-1.614400000e+00	-3.200000000e-02
-1.614080000e+00	-1.600000000e-02
-1.613760000e+00	-1.600000000e-02
-1.613440000e+00	0.000000000e+00
-1.613120000e+00	-3.200000000e-02
-1.612800000e+00	-2.400000000e-02
-1.612480000e+00	-2.400000000e-02
-1.612160000e+00	-8.000000000e-03
-1.611840000e+00	-3.200000000e-02
-1.611520000e+00	-1.600000000e-02
-1.611200000e+00	-2.400000000e-02
-1.610880000e+00	-1.600000000e-02
-1.610560000e+00	-2.400000000e-02
-1.610240000e+00	-3.200000000e-02
-1.609920000e+00	-1.600000000e-02
-1.609600000e+00	-4.000000000e-02
-1.609280000e+00	-3.200000000e-02
-1.608960000e+00	-1.600000000e-02
-1.608640000e+00	-3.200000000e-02
-1.608320000e+00	-1.600000000e-02
-1.608000000e+00	-1.600000000e-02
-1.607680000e+00	-2.400000000e-02
-1.607360000e+00	-1.600000000e-02
-1.607040000e+00	-1.600000000e-02
-1.606720000e+00	-3.200000000e-02
-1.606400000e+00	-8.000000000e-03
-1.606080000e+00	-4.000000000e-02
-1.605760000e+00	-4.000000000e-02
-1.605440000e+00	-3.200000000e-02
-1.605120000e+00	-8.000000000e-03
-1.604800000e+00	-2.400000000e-02
-1.604480000e+00	-1.600000000e-02
-1.604160000e+00	-2.400000000e-02
-1.603840000e+00	0.000000000e+00
-1.603520000e+00	-2.400000000e-02
-1.603200000e+00	-8.000000000e-03
-1.602880000e+00	-2.400000000e-02
-1.602560000e+00	-2.400000000e-02
-1.602240000e+00	-3.200000000e-02
-1.601920000e+00	-2.400000000e-02
-1.601600000e+00	-4.000000000e-02
-1.601280000e+00	-2.400000000e-02
-1.600960000e+00	-4.000000000e-02
-1.600640000e+00	-3.200000000e-02
-1.600320000e+00	-2.400000000e-02
-1.600000000e+00	-2.400000000e-02
-1.599680000e+00	-3.200000000e-02
-1.599360000e+00	-4.000000000e-02
-1.599040000e+00	-2.400000000e-02
-1.598720000e+00	-2.400000000e-02
-1.598400000e+00	-2.400000000e-02
-1.598080000e+00	-1.600000000e-02
-1.597760000e+00	-4.000000000e-02
-1.597440000e+00	-4.000000000e-02
-1.597120000e+00	-3.200000000e-02
-1.596800000e+00	-3.200000000e-02
-1.596480000e+00	-2.400000000e-02
-1.596160000e+00	-4.800000000e-02
-1.595840000e+00	-2.400000000e-02
-1.595520000e+00	-3.200000000e-02
-1.595200000e+00	-4.000000000e-02
-1.594880000e+00	-3.200000000e-02
-1.594560000e+00	-3.200000000e-02
-1.594240000e+00	-2.400000000e-02
-1.593920000e+00	-1.600000000e-02
-1.593600000e+00	-2.400000000e-02
-1.593280000e+00	-1.600000000e-02
-1.592960000e+00	-4.800000000e-02
-1.592640000e+00	-1.600000000e-02
-1.592320000e+00	-2.400000000e-02
-1.592000000e+00	-8.000000000e-03
-1.591680000e+00	-1.600000000e-02
-1.591360000e+00	-4.800000000e-02
-1.591040000e+00	-3.200000000e-02
-1.590720000e+00	-2.400000000e-02
-1.590400000e+00	-1.600000000e-02
-1.590080000e+00	-3.200000000e-02
-1.589760000e+00	-4.000000000e-02
-1.589440000e+00	-1.600000000e-02
-1.589120000e+00	-2.400000000e-02
-1.588800000e+00	-3.200000000e-02
-1.588480000e+00	-1.600000000e-02
-1.588160000e+00	-3.200000000e-02
-1.587840000e+00	-4.000000000e-02
-1.587520000e+00	-3.200000000e-02
-1.587200000e+00	-4.000000000e-02
-1.586880000e+00	-4.800000000e-02
-1.586560000e+00	-5.600000000e-02
-1.586240000e+00	-1.600000000e-02
-1.585920000e+00	-3.200000000e-02
-1.585600000e+00	-4.800000000e-02
-1.585280000e+00	-4.000000000e-02
-1.584960000e+00	-4.000000000e-02
-1.584640000e+00	-2.400000000e-02
-1.584320000e+00	-2.400000000e-02
-1.584000000e+00	-1.600000000e-02
-1.583680000e+00	-2.400000000e-02
-1.583360000e+00	-2.400000000e-02
-1.583040000e+00	-1.600000000e-02
-1.582720000e+00	-1.600000000e-02
-1.582400000e+00	-4.000000000e-02
-1.582080000e+00	-3.200000000e-02
-1.581760000e+00	-3.200000000e-02
-1.581440000e+00	-3.200000000e-02
-1.581120000e+00	-4.000000000e-02
-1.580800000e+00	-3.200000000e-02
-1.580480000e+00	-4.000000000e-02
-1.580160000e+00	-2.400000000e-02
-1.579840000e+00	-3.200000000e-02
-1.579520000e+00	-4.000000000e-02
-1.579200000e+00	-2.400000000e-02
-1.578880000e+00	-3.200000000e-02
-1.578560000e+00	-4.800000000e-02
-1.578240000e+00	-4.000000000e-02
-1.577920000e+00	-4.000000000e-02
-1.577600000e+00	-2.400000000e-02
-1.577280000e+00	-1.600000000e-02
-1.576960000e+00	-1.600000000e-02
-1.576640000e+00	-3.200000000e-02
-1.576320000e+00	-4.000000000e-02
-1.576000000e+00	-4.800000000e-02
-1.575680000e+00	-1.600000000e-02
-1.575360000e+00	-2.400000000e-02
-1.575040000e+00	-3.200000000e-02
-1.574720000e+00	-4.000000000e-02
-1.574400000e+00	-3.200000000e-02
-1.574080000e+00	-4.800000000e-02
-1.573760000e+00	-3.200000000e-02
-1.573440000e+00	-4.000000000e-02
-1.573120000e+00	-8.000000000e-03
-1.572800000e+00	-2.400000000e-02
-1.572480000e+00	-1.600000000e-02
-1.572160000e+00	-3.200000000e-02
-1.571840000e+00	-2.400000000e-02
-1.571520000e+00	-3.200000000e-02
-1.571200000e+00	-3.200000000e-02
-1.570880000e+00	-1.600000000e-02
-1.570560000e+00	-1.600000000e-02
-1.570240000e+00	-2.400000000e-02
-1.569920000e+00	-4.800000000e-02
-1.569600000e+00	-3.200000000e-02
-1.569280000e+00	-2.400000000e-02
-1.568960000e+00	-2.400000000e-02
-1.568640000e+00	-8.000000000e-03
-1.568320000e+00	-8.000000000e-03
-1.568000000e+00	-4.800000000e-02
-1.567680000e+00	-3.200000000e-02
-1.567360000e+00	-4.000000000e-02
-1.567040000e+00	-1.600000000e-02
-1.566720000e+00	-3.200000000e-02
-1.566400000e+00	-3.200000000e-02
-1.566080000e+00	-2.400000000e-02
-1.565760000e+00	-4.000000000e-02
-1.565440000e+00	-8.000000000e-03
-1.565120000e+00	-2.400000000e-02
-1.564800000e+00	-1.600000000e-02
-1.564480000e+00	-8.000000000e-03
-1.564160000e+00	-4.000000000e-02
-1.563840000e+00	-3.200000000e-02
-1.563520000e+00	-3.200000000e-02
-1.563200000e+00	-3.200000000e-02
-1.562880000e+00	-2.400000000e-02
-1.562560000e+00	-2.400000000e-02
-1.562240000e+00	-2.400000000e-02
-1.561920000e+00	-2.400000000e-02
-1.561600000e+00	-8.000000000e-03
-1.561280000e+00	-2.400000000e-02
-1.560960000e+00	-4.000000000e-02
-1.560640000e+00	-2.400000000e-02
-1.560320000e+00	-3.200000000e-02
-1.560000000e+00	-1.600000000e-02
-1.559680000e+00	-1.600000000e-02
-1.559360000e+00	-2.400000000e-02
-1.559040000e+00	-3.200000000e-02
-1.558720000e+00	-4.000000000e-02
-1.558400000e+00	-3.200000000e-02
-1.558080000e+00	-1.600000000e-02
-1.557760000e+00	-2.400000000e-02
-1.557440000e+00	-3.200000000e-02
-1.557120000e+00	-3.200000000e-02
-1.556800000e+00	-3.200000000e-02
-1.556480000e+00	-4.000000000e-02
-1.556160000e+00	-3.200000000e-02
-1.555840000e+00	-1.600000000e-02
-1.555520000e+00	-4.800000000e-02
-1.555200000e+00	-2.400000000e-02
-1.554880000e+00	-3.200000000e-02
-1.554560000e+00	-2.400000000e-02
-1.554240000e+00	0.000000000e+00
-1.553920000e+00	-2.400000000e-02
-1.553600000e+00	-1.600000000e-02
-1.553280000e+00	0.000000000e+00
-1.552960000e+00	-8.000000000e-03
-1.552640000e+00	-1.600000000e-02
-1.552320000e+00	-3.200000000e-02
-1.552000000e+00	-3.200000000e-02
-1.551680000e+00	-1.600000000e-02
-1.551360000e+00	-3.200000000e-02
-1.551040000e+00	-1.600000000e-02
-1.550720000e+00	-1.600000000e-02
-1.550400000e+00	-2.400000000e-02
-1.550080000e+00	-3.200000000e-02
-1.549760000e+00	-4.000000000e-02
-1.549440000e+00	-3.200000000e-02
-1.549120000e+00	-2.400000000e-02
-1.548800000e+00	-3.200000000e-02
-1.548480000e+00	-3.200000000e-02
-1.548160000e+00	-1.600000000e-02
-1.547840000e+00	-4.000000000e-02
-1.547520000e+00	-3.200000000e-02
-1.547200000e+00	-2.400000000e-02
-1.546880000e+00	-8.000000000e-03
-1.546560000e+00	-8.000000000e-03
-1.546240000e+00	-8.000000000e-03
-1.545920000e+00	-2.400000000e-02
-1.545600000e+00	-2.400000000e-02
-1.545280000e+00	-2.400000000e-02
-1.544960000e+00	-2.400000000e-02
-1.544640000e+00	-4.000000000e-02
-1.544320000e+00	-2.400000000e-02
-1.544000000e+00	-2.400000000e-02
-1.543680000e+00	-3.200000000e-02
-1.543360000e+00	-2.400000000e-02
-1.543040000e+00	-1.600000000e-02
-1.542720000e+00	-1.600000000e-02
-1.542400000e+00	-1.600000000e-02
-1.542080000e+00	-4.000000000e-02
-1.541760000e+00	-3.200000000e-02
-1.541440000e+00	-4.800000000e-02
-1.541120000e+00	-1.600000000e-02
-1.540800000e+00	-3.200000000e-02
-1.540480000e+00	-1.600000000e-02
-1.540160000e+00	-3.200000000e-02
-1.539840000e+00	-2.400000000e-02
-1.539520000e+00	-3.200000000e-02
-1.539200000e+00	-1.600000000e-02
-1.538880000e+00	-3.200000000e-02
-1.538560000e+00	-4.000000000e-02
-1.538240000e+00	0.000000000e+00
-1.537920000e+00	-1.600000000e-02
-1.537600000e+00	-2.400000000e-02
-1.537280000e+00	-1.600000000e-02
-1.536960000e+00	-2.400000000e-02
-1.536640000e+00	-2.400000000e-02
-1.536320000e+00	-1.600000000e-02
-1.536000000e+00	-3.200000000e-02
-1.535680000e+00	-2.400000000e-02
-1.535360000e+00	-3.200000000e-02
-1.535040000e+00	-3.200000000e-02
-1.534720000e+00	-2.400000000e-02
-1.534400000e+00	-3.200000000e-02
-1.534080000e+00	-3.200000000e-02
-1.533760000e+00	-2.400000000e-02
-1.533440000e+00	-4.000000000e-02
-1.533120000e+00	-4.000000000e-02
-1.532800000e+00	-4.000000000e-02
-1.532480000e+00	-2.400000000e-02
-1.532160000e+00	-4.000000000e-02
-1.531840000e+00	-8.000000000e-03
-1.531520000e+00	-4.000000000e-02
-1.531200000e+00	-1.600000000e-02
-1.530880000e+00	-8.000000000e-03
-1.530560000e+00	-2.400000000e-02
-1.530240000e+00	-3.200000000e-02
-1.529920000e+00	-2.400000000e-02
-1.529600000e+00	-4.000000000e-02
-1.529280000e+00	-3.200000000e-02
-1.528960000e+00	-1.600000000e-02
-1.528640000e+00	-3.200000000e-02
-1.528320000e+00	-3.200000000e-02
-1.528000000e+00	-1.600000000e-02
-1.527680000e+00	-2.400000000e-02
-1.527360000e+00	-4.000000000e-02
-1.527040000e+00	-2.400000000e-02
-1.526720000e+00	-1.600000000e-02
-1.526400000e+00	-3.200000000e-02
-1.526080000e+00	-1.600000000e-02
-1.525760000e+00	-2.400000000e-02
-1.525440000e+00	-2.400000000e-02
-1.525120000e+00	-4.000000000e-02
-1.524800000e+00	-2.400000000e-02
-1.524480000e+00	-2.400000000e-02
-1.524160000e+00	-3.200000000e-02
-1.523840000e+00	-1.600000000e-02
-1.523520000e+00	-4.800000000e-02
-1.523200000e+00	-3.200000000e-02
-1.522880000e+00	-1.600000000e-02
-1.522560000e+00	-1.600000000e-02
-1.522240000e+00	-1.600000000e-02
-1.521920000e+00	-4.000000000e-02
-1.521600000e+00	-4.000000000e-02
-1.521280000e+00	-1.600000000e-02
-1.520960000e+00	-4.000000000e-02
-1.520640000e+00	-3.200000000e-02
-1.520320000e+00	-3.200000000e-02
-1.520000000e+00	-1.600000000e-02
-1.519680000e+00	-2.400000000e-02
-1.519360000e+00	-3.200000000e-02
-1.519040000e+00	-3.200000000e-02
-1.518720000e+00	-4.000000000e-02
-1.518400000e+00	-2.400000000e-02
-1.518080000e+00	0.000000000e+00
-1.517760000e+00	-4.000000000e-02
-1.517440000e+00	-2.400000000e-02
-1.517120000e+00	-4.000000000e-02
-1.516800000e+00	-4.000000000e-02
-1.516480000e+00	-4.000000000e-02
-1.516160000e+00	-3.200000000e-02
-1.515840000e+00	-2.400000000e-02
-1.515520000e+00	-2.400000000e-02
-1.515200000e+00	-2.400000000e-02
-1.514880000e+00	-1.600000000e-02
-1.514560000e+00	-1.600000000e-02
-1.514240000e+00	-1.600000000e-02
-1.513920000e+00	-1.600000000e-02
-1.513600000e+00	-3.200000000e-02
-1.513280000e+00	-4.000000000e-02
-1.512960000e+00	-4.800000000e-02
-1.512640000e+00	-2.400000000e-02
-1.512320000e+00	-2.400000000e-02
-1.512000000e+00	-4.800000000e-02
-1.511680000e+00	-2.400000000e-02
-1.511360000e+00	-4.800000000e-02
-1.511040000e+00	-1.600000000e-02
-1.510720000e+00	-2.400000000e-02
-1.510400000e+00	-1.600000000e-02
-1.510080000e+00	-3.200000000e-02
-1.509760000e+00	-4.000000000e-02
-1.509440000e+00	-3.200000000e-02
-1.509120000e+00	-3.200000000e-02
-1.508800000e+00	-1.600000000e-02
-1.508480000e+00	-3.200000000e-02
-1.508160000e+00	-2.400000000e-02
-1.507840000e+00	-3.200000000e-02
-1.507520000e+00	-8.000000000e-03
-1.507200000e+00	-4.000000000e-02
-1.506880000e+00	-8.000000000e-03
-1.506560000e+00	-4.000000000e-02
-1.506240000e+00	-2.400000000e-02
-1.505920000e+00	-4.800000000e-02
-1.505600000e+00	-2.400000000e-02
-1.505280000e+00	-4.000000000e-02
-1.504960000e+00	-3.200000000e-02
-1.504640000e+00	-3.200000000e-02
-1.504320000e+00	-1.600000000e-02
-1.504000000e+00	-3.200000000e-02
-1.503680000e+00	-2.400000000e-02
-1.503360000e+00	-1.600000000e-02
-1.503040000e+00	-1.600000000e-02
-1.502720000e+00	-3.200000000e-02
-1.502400000e+00	-2.400000000e-02
-1.502080000e+00	-2.400000000e-02
-1.501760000e+00	-4.800000000e-02
-1.501440000e+00	-4.800000000e-02
-1.501120000e+00	-2.400000000e-02
-1.500800000e+00	-1.600000000e-02
-1.500480000e+00	0.000000000e+00
-1.500160000e+00	-4.000000000e-02
-1.499840000e+00	-1.600000000e-02
-1.499520000e+00	-2.400000000e-02
-1.499200000e+00	-3.200000000e-02
-1.498880000e+00	-2.400000000e-02
-1.498560000e+00	-5.600000000e-02
-1.498240000e+00	-8.000000000e-03
-1.497920000e+00	-3.200000000e-02
-1.497600000e+00	-2.400000000e-02
-1.497280000e+00	-4.000000000e-02
-1.496960000e+00	-2.400000000e-02
-1.496640000e+00	-8.000000000e-03
-1.496320000e+00	-1.600000000e-02
-1.496000000e+00	0.000000000e+00
-1.495680000e+00	-2.400000000e-02
-1.495360000e+00	-3.200000000e-02
-1.495040000e+00	-3.200000000e-02
-1.494720000e+00	-4.000000000e-02
-1.494400000e+00	-2.400000000e-02
-1.494080000e+00	-2.400000000e-02
-1.493760000e+00	-4.800000000e-02
-1.493440000e+00	-1.600000000e-02
-1.493120000e+00	-8.000000000e-03
-1.492800000e+00	-3.200000000e-02
-1.492480000e+00	-1.600000000e-02
-1.492160000e+00	-2.400000000e-02
-1.491840000e+00	-4.000000000e-02
-1.491520000e+00	-4.000000000e-02
-1.491200000e+00	-2.400000000e-02
-1.490880000e+00	-3.200000000e-02
-1.490560000e+00	-4.000000000e-02
-1.490240000e+00	-1.600000000e-02
-1.489920000e+00	-3.200000000e-02
-1.489600000e+00	-8.000000000e-03
-1.489280000e+00	-3.200000000e-02
-1.488960000e+00	-8.000000000e-03
-1.488640000e+00	-1.600000000e-02
-1.488320000e+00	-4.800000000e-02
-1.488000000e+00	-3.200000000e-02
-1.487680000e+00	-4.800000000e-02
-1.487360000e+00	-1.600000000e-02
-1.487040000e+00	-2.400000000e-02
-1.486720000e+00	0.000000000e+00
-1.486400000e+00	-4.000000000e-02
-1.486080000e+00	-1.600000000e-02
-1.485760000e+00	-4.000000000e-02
-1.485440000e+00	-1.600000000e-02
-1.485120000e+00	-8.000000000e-03
-1.484800000e+00	-4.000000000e-02
-1.484480000e+00	-3.200000000e-02
-1.484160000e+00	-3.200000000e-02
-1.483840000e+00	-2.400000000e-02
-1.483520000e+00	-4.000000000e-02
-1.483200000e+00	-3.200000000e-02
-1.482880000e+00	-4.000000000e-02
-1.482560000e+00	-2.400000000e-02
-1.482240000e+00	-3.200000000e-02
-1.481920000e+00	-2.400000000e-02
-1.481600000e+00	-1.600000000e-02
-1.481280000e+00	-2.400000000e-02
-1.480960000e+00	-2.400000000e-02
-1.480640000e+00	-3.200000000e-02
-1.480320000e+00	-3.200000000e-02
-1.480000000e+00	-1.600000000e-02
-1.479680000e+00	-3.200000000e-02
-1.479360000e+00	-4.000000000e-02
-1.479040000e+00	-2.400000000e-02
-1.478720000e+00	-2.400000000e-02
-1.478400000e+00	-3.200000000e-02
-1.478080000e+00	-3.200000000e-02
-1.477760000e+00	-4.000000000e-02
-1.477440000e+00	0.000000000e+00
-1.477120000e+00	-3.200000000e-02
-1.476800000e+00	-1.600000000e-02
-1.476480000e+00	-3.200000000e-02
-1.476160000e+00	-2.400000000e-02
-1.475840000e+00	-4.000000000e-02
-1.475520000e+00	-2.400000000e-02
-1.475200000e+00	-4.000000000e-02
-1.474880000e+00	-4.000000000e-02
-1.474560000e+00	-3.200000000e-02
-1.474240000e+00	-2.400000000e-02
-1.473920000e+00	-4.000000000e-02
-1.473600000e+00	-1.600000000e-02
-1.473280000e+00	-3.200000000e-02
-1.472960000e+00	-2.400000000e-02
-1.472640000e+00	-3.200000000e-02
-1.472320000e+00	-8.000000000e-03
-1.472000000e+00	-8.000000000e-03
-1.471680000e+00	-1.600000000e-02
-1.471360000e+00	-3.200000000e-02
-1.471040000e+00	-1.600000000e-02
-1.470720000e+00	-3.200000000e-02
-1.470400000e+00	-2.400000000e-02
-1.470080000e+00	-3.200000000e-02
-1.469760000e+00	-4.000000000e-02
-1.469440000e+00	-2.400000000e-02
-1.469120000e+00	-2.400000000e-02
-1.468800000e+00	-4.800000000e-02
-1.468480000e+00	-2.400000000e-02
-1.468160000e+00	-4.000000000e-02
-1.467840000e+00	-3.200000000e-02
-1.467520000e+00	-4.000000000e-02
-1.467200000e+00	-3.200000000e-02
-1.466880000e+00	-2.400000000e-02
-1.466560000e+00	-2.400000000e-02
-1.466240000e+00	-1.600000000e-02
-1.465920000e+00	-2.400000000e-02
-1.465600000e+00	-3.200000000e-02
-1.465280000e+00	-1.600000000e-02
-1.464960000e+00	-1.600000000e-02
-1.464640000e+00	-1.600000000e-02
-1.464320000e+00	-1.600000000e-02
-1.464000000e+00	-3.200000000e-02
-1.463680000e+00	-1.600000000e-02
-1.463360000e+00	-2.400000000e-02
-1.463040000e+00	-4.000000000e-02
-1.462720000e+00	-3.200000000e-02
-1.462400000e+00	-3.200000000e-02
-1.462080000e+00	-1.600000000e-02
-1.461760000e+00	-1.600000000e-02
-1.461440000e+00	-1.600000000e-02
-1.461120000e+00	-3.200000000e-02
-1.460800000e+00	-1.600000000e-02
-1.460480000e+00	-1.600000000e-02
-1.460160000e+00	-1.600000000e-02
-1.459840000e+00	-3.200000000e-02
-1.459520000e+00	-3.200000000e-02
