t_s,V_V,I_A
1.756223832e+09,0.000000000e+00,2.150800000e+04
1.756223833e+09,2.500000000e-02,2.150800000e+04
1.756223833e+09,5.000000000e-02,2.150800000e+04
1.756223833e+09,7.500000000e-02,2.150800000e+04
1.756223833e+09,1.000000000e-01,2.150800000e+04
1.756223833e+09,1.250000000e-01,2.151600000e+04
1.756223833e+09,1.500000000e-01,2.151600000e+04
1.756223833e+09,1.750000000e-01,2.151600000e+04
1.756223833e+09,2.000000000e-01,2.151600000e+04
1.756223834e+09,2.250000000e-01,2.151600000e+04
1.756223834e+09,2.500000000e-01,2.151600000e+04
1.756223834e+09,2.750000000e-01,2.151600000e+04
1.756223834e+09,3.000000000e-01,2.151600000e+04
1.756223834e+09,3.250000000e-01,2.151600000e+04
1.756223834e+09,3.500000000e-01,2.151600000e+04
1.756223834e+09,3.750000000e-01,2.151600000e+04
1.756223834e+09,4.000000000e-01,2.151600000e+04
1.756223835e+09,4.250000000e-01,2.151600000e+04
1.756223835e+09,4.500000000e-01,2.151600000e+04
1.756223835e+09,4.750000000e-01,2.151600000e+04
1.756223835e+09,5.000000000e-01,2.151600000e+04
1.756223835e+09,5.250000000e-01,2.151600000e+04
1.756223835e+09,5.500000000e-01,2.151600000e+04
1.756223835e+09,5.750000000e-01,2.151600000e+04
1.756223835e+09,6.000000000e-01,2.151600000e+04
1.756223836e+09,6.250000000e-01,2.151600000e+04
1.756223836e+09,6.500000000e-01,2.151600000e+04
1.756223836e+09,6.750000000e-01,2.151600000e+04
1.756223836e+09,7.000000000e-01,2.151600000e+04
1.756223836e+09,7.250000000e-01,2.151600000e+04
1.756223836e+09,7.500000000e-01,2.151600000e+04
1.756223836e+09,7.750000000e-01,2.151600000e+04
1.756223836e+09,8.000000000e-01,2.151600000e+04
1.756223836e+09,8.250000000e-01,2.151600000e+04
1.756223837e+09,8.500000000e-01,2.151600000e+04
1.756223837e+09,8.750000000e-01,2.151600000e+04
1.756223837e+09,9.000000000e-01,2.151600000e+04
1.756223837e+09,9.250000000e-01,2.151600000e+04
1.756223837e+09,9.500000000e-01,2.151600000e+04
1.756223837e+09,9.750000000e-01,2.151600000e+04
1.756223837e+09,1.000000000e+00,2.151600000e+04
1.756223837e+09,9.750000000e-01,2.151600000e+04
1.756223838e+09,9.500000000e-01,2.151600000e+04
1.756223838e+09,9.250000000e-01,2.151600000e+04
1.756223838e+09,9.000000000e-01,2.151600000e+04
1.756223838e+09,8.750000000e-01,2.151600000e+04
1.756223838e+09,8.500000000e-01,2.151600000e+04
1.756223838e+09,8.250000000e-01,2.151600000e+04
1.756223838e+09,8.000000000e-01,2.151600000e+04
1.756223838e+09,7.750000000e-01,2.151600000e+04
1.756223839e+09,7.500000000e-01,2.151600000e+04
1.756223839e+09,7.250000000e-01,2.151600000e+04
1.756223839e+09,7.000000000e-01,2.151600000e+04
1.756223839e+09,6.750000000e-01,2.151600000e+04
1.756223839e+09,6.500000000e-01,2.151600000e+04
1.756223839e+09,6.250000000e-01,2.151600000e+04
1.756223839e+09,6.000000000e-01,2.151600000e+04
1.756223839e+09,5.750000000e-01,2.151600000e+04
1.756223839e+09,5.500000000e-01,2.151600000e+04
1.756223840e+09,5.250000000e-01,2.151600000e+04
1.756223840e+09,5.000000000e-01,2.151600000e+04
1.756223840e+09,4.750000000e-01,2.151600000e+04
1.756223840e+09,4.500000000e-01,2.151600000e+04
1.756223840e+09,4.250000000e-01,2.151600000e+04
1.756223840e+09,4.000000000e-01,2.151600000e+04
1.756223840e+09,3.750000000e-01,2.151600000e+04
1.756223840e+09,3.500000000e-01,2.151600000e+04
1.756223841e+09,3.250000000e-01,2.151600000e+04
1.756223841e+09,3.000000000e-01,2.151600000e+04
1.756223841e+09,2.750000000e-01,2.151600000e+04
1.756223841e+09,2.500000000e-01,2.151600000e+04
1.756223841e+09,2.250000000e-01,2.151600000e+04
1.756223841e+09,2.000000000e-01,2.151600000e+04
1.756223841e+09,1.750000000e-01,2.151600000e+04
1.756223841e+09,1.500000000e-01,2.151600000e+04
1.756223842e+09,1.250000000e-01,2.151600000e+04
1.756223842e+09,1.000000000e-01,2.150800000e+04
1.756223842e+09,7.500000000e-02,2.150800000e+04
1.756223842e+09,5.000000000e-02,2.150800000e+04
1.756223842e+09,2.500000000e-02,2.150800000e+04
1.756223842e+09,0.000000000e+00,2.150800000e+04
